# BROWSER FORENSIC EXPORT
# Source DB,C:\Users\cryfo\OneDrive\Documents\Desktop\Browser\DIPS
# DB Description,DIPS Privacy Bounce Tracker
# Table,bounces
# Table Description,bounces
# Total Rows in DB,260
# Export Timestamp,2026-04-02 09:55:54 UTC
# MD5 Hash of Source DB,258bad98485ff3b2d976702089619d40

site,first_site_storage_time,last_site_storage_time,first_user_activation_time,last_user_activation_time,first_stateful_bounce_time,last_stateful_bounce_time,first_bounce_time,last_bounce_time,first_web_authn_assertion_time,last_web_authn_assertion_time,first_site_storage_time__HUMAN,first_site_storage_time__FORMAT,last_site_storage_time__HUMAN,last_site_storage_time__FORMAT,first_user_activation_time__HUMAN,first_user_activation_time__FORMAT,last_user_activation_time__HUMAN,last_user_activation_time__FORMAT,first_stateful_bounce_time__HUMAN,first_stateful_bounce_time__FORMAT,last_stateful_bounce_time__HUMAN,last_stateful_bounce_time__FORMAT,first_bounce_time__HUMAN,first_bounce_time__FORMAT,last_bounce_time__HUMAN,last_bounce_time__FORMAT,first_web_authn_assertion_time__HUMAN,first_web_authn_assertion_time__FORMAT,last_web_authn_assertion_time__HUMAN,last_web_authn_assertion_time__FORMAT
jpmorganchase.com,13402950828350364,13402950828522100,13402950837653974,13402950837653974,,,,,,,2025-09-21 17:53:48 UTC,WebKit (Chrome),2025-09-21 17:53:48 UTC,WebKit (Chrome),2025-09-21 17:53:57 UTC,WebKit (Chrome),2025-09-21 17:53:57 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
protechts.net,13402951061838830,13402952552051470,,,,,,,,,2025-09-21 17:57:41 UTC,WebKit (Chrome),2025-09-21 18:22:32 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null,,null,,null
t.me,13402952949774675,13402952949774675,13402952978578330,13402952978578330,,,,,,,2025-09-21 18:29:09 UTC,WebKit (Chrome),2025-09-21 18:29:09 UTC,WebKit (Chrome),2025-09-21 18:29:38 UTC,WebKit (Chrome),2025-09-21 18:29:38 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
linkedin.com,13401748366486536,13402953506291227,13401748390073611,13402953091809578,,,,,,,2025-09-07 19:52:46 UTC,WebKit (Chrome),2025-09-21 18:38:26 UTC,WebKit (Chrome),2025-09-07 19:53:10 UTC,WebKit (Chrome),2025-09-21 18:31:31 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
medium.com,13401711438709939,13402953588819607,13401711450738928,13402953575307218,,,,,,,2025-09-07 09:37:18 UTC,WebKit (Chrome),2025-09-21 18:39:48 UTC,WebKit (Chrome),2025-09-07 09:37:30 UTC,WebKit (Chrome),2025-09-21 18:39:35 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
greenhouse.io,13401899052734717,13402954989745889,13401899673790900,13402954997051034,,,,,,,2025-09-09 13:44:12 UTC,WebKit (Chrome),2025-09-21 19:03:09 UTC,WebKit (Chrome),2025-09-09 13:54:33 UTC,WebKit (Chrome),2025-09-21 19:03:17 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
sqlitebrowser.org,,,13403020638962689,13403020638962689,,,,,,,,null,,null,2025-09-22 13:17:18 UTC,WebKit (Chrome),2025-09-22 13:17:18 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
sqliteforensictoolkit.com,13403020788204644,13403020790320796,13403020788154051,13403020788154051,,,,,,,2025-09-22 13:19:48 UTC,WebKit (Chrome),2025-09-22 13:19:50 UTC,WebKit (Chrome),2025-09-22 13:19:48 UTC,WebKit (Chrome),2025-09-22 13:19:48 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
wikipedia.org,13403020864588993,13403020864961911,,,,,,,,,2025-09-22 13:21:04 UTC,WebKit (Chrome),2025-09-22 13:21:04 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null,,null,,null
sqlite.org,,,13403020517341418,13403021017886412,,,,,,,,null,,null,2025-09-22 13:15:17 UTC,WebKit (Chrome),2025-09-22 13:23:37 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
ericzimmerman.github.io,13403032262195682,13403032262195682,13403032265538880,13403032408370534,,,,,,,2025-09-22 16:31:02 UTC,WebKit (Chrome),2025-09-22 16:31:02 UTC,WebKit (Chrome),2025-09-22 16:31:05 UTC,WebKit (Chrome),2025-09-22 16:33:28 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
deepseek.com,13401366234326126,13403036467805242,13401541668630156,13403035409256659,,,,,,,2025-09-03 09:43:54 UTC,WebKit (Chrome),2025-09-22 17:41:07 UTC,WebKit (Chrome),2025-09-05 10:27:48 UTC,WebKit (Chrome),2025-09-22 17:23:29 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
solarwinds.com,13403049333470660,13403049333812238,13403049339303941,13403049339303941,,,,,,,2025-09-22 21:15:33 UTC,WebKit (Chrome),2025-09-22 21:15:33 UTC,WebKit (Chrome),2025-09-22 21:15:39 UTC,WebKit (Chrome),2025-09-22 21:15:39 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
192.168.56.106,13403102891222941,13403102891222941,13403102900971754,13403102900971754,,,,,,,2025-09-23 12:08:11 UTC,WebKit (Chrome),2025-09-23 12:08:11 UTC,WebKit (Chrome),2025-09-23 12:08:20 UTC,WebKit (Chrome),2025-09-23 12:08:20 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
broadcom.com,13403104647708773,13403104654087068,,,,,,,,,2025-09-23 12:37:27 UTC,WebKit (Chrome),2025-09-23 12:37:34 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null,,null,,null
techspot.com,13403104715213580,13403104827535795,13403104716790353,13403104735433887,,,,,,,2025-09-23 12:38:35 UTC,WebKit (Chrome),2025-09-23 12:40:27 UTC,WebKit (Chrome),2025-09-23 12:38:36 UTC,WebKit (Chrome),2025-09-23 12:38:55 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
letsdefend.io,13401709543836431,13403107878148833,13401709584047057,13402875164407642,,,,,,,2025-09-07 09:05:43 UTC,WebKit (Chrome),2025-09-23 13:31:18 UTC,WebKit (Chrome),2025-09-07 09:06:24 UTC,WebKit (Chrome),2025-09-20 20:52:44 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
srh-university.de,13401366154943957,13403107932545554,13401366913554337,13402707102180753,,,,,,,2025-09-03 09:42:34 UTC,WebKit (Chrome),2025-09-23 13:32:12 UTC,WebKit (Chrome),2025-09-03 09:55:13 UTC,WebKit (Chrome),2025-09-18 22:11:42 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
andreafortuna.org,13401978652500200,13403108050596000,13401978653763020,13403108192929986,,,,,,,2025-09-10 11:50:52 UTC,WebKit (Chrome),2025-09-23 13:34:10 UTC,WebKit (Chrome),2025-09-10 11:50:53 UTC,WebKit (Chrome),2025-09-23 13:36:32 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
thefoa.org,,,13403109191121906,13403109191121906,,,,,,,,null,,null,2025-09-23 13:53:11 UTC,WebKit (Chrome),2025-09-23 13:53:11 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
mhjfbmdgcfjbbpaeojofohoefgiehjai,13399485735382128,13403109312084373,,,,,,,,,2025-08-12 15:22:15 UTC,WebKit (Chrome),2025-09-23 13:55:12 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null,,null,,null
itu.int,13403109311895271,13403109313134588,,,,,,,,,2025-09-23 13:55:11 UTC,WebKit (Chrome),2025-09-23 13:55:13 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null,,null,,null
rp-photonics.com,,,13403109215056378,13403109376568386,,,,,,,,null,,null,2025-09-23 13:53:35 UTC,WebKit (Chrome),2025-09-23 13:56:16 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
geeksforgeeks.org,13402198700032661,13403109409283233,13402198702777219,13403109409023665,,,,,,,2025-09-13 00:58:20 UTC,WebKit (Chrome),2025-09-23 13:56:49 UTC,WebKit (Chrome),2025-09-13 00:58:22 UTC,WebKit (Chrome),2025-09-23 13:56:49 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
crowdstrike.com,13402018665370408,13403113762271941,13402018675235861,13403108365925162,,,,,,,2025-09-10 22:57:45 UTC,WebKit (Chrome),2025-09-23 15:09:22 UTC,WebKit (Chrome),2025-09-10 22:57:55 UTC,WebKit (Chrome),2025-09-23 13:39:25 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
pfsense.org,13403114501106593,13403114501201882,13403114506140218,13403114506140218,,,,,,,2025-09-23 15:21:41 UTC,WebKit (Chrome),2025-09-23 15:21:41 UTC,WebKit (Chrome),2025-09-23 15:21:46 UTC,WebKit (Chrome),2025-09-23 15:21:46 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
sourceforge.net,13403048700520252,13403115740896087,13403048702756215,13403114811037156,,,,,,,2025-09-22 21:05:00 UTC,WebKit (Chrome),2025-09-23 15:42:20 UTC,WebKit (Chrome),2025-09-22 21:05:02 UTC,WebKit (Chrome),2025-09-23 15:26:51 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
mega.nz,13403050791420887,13403115743113143,13403102936249405,13403115607373991,,,,,,,2025-09-22 21:39:51 UTC,WebKit (Chrome),2025-09-23 15:42:23 UTC,WebKit (Chrome),2025-09-23 12:08:56 UTC,WebKit (Chrome),2025-09-23 15:40:07 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
greenend.org.uk,,,13403117472168360,13403117472168360,,,,,,,,null,,null,2025-09-23 16:11:12 UTC,WebKit (Chrome),2025-09-23 16:11:12 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
192.168.10.10,,,13403125524250878,13403125524250878,,,,,,,,null,,null,2025-09-23 18:25:24 UTC,WebKit (Chrome),2025-09-23 18:25:24 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
fortinet.com,13403125590418719,13403126179215629,13403125599508119,13403126175011630,,,,,,,2025-09-23 18:26:30 UTC,WebKit (Chrome),2025-09-23 18:36:19 UTC,WebKit (Chrome),2025-09-23 18:26:39 UTC,WebKit (Chrome),2025-09-23 18:36:15 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
192.168.1.1,,,13403127810563892,13403128368144059,,,,,,,,null,,null,2025-09-23 19:03:30 UTC,WebKit (Chrome),2025-09-23 19:12:48 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
192.168.50.10,,,13403128816571499,13403128816571499,,,,,,,,null,,null,2025-09-23 19:20:16 UTC,WebKit (Chrome),2025-09-23 19:20:16 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
192.168.100.10,,,13403128958717337,13403129013365818,,,,,,,,null,,null,2025-09-23 19:22:38 UTC,WebKit (Chrome),2025-09-23 19:23:33 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
19216811.how,,,13403130394654386,13403130394654386,,,,,,,,null,,null,2025-09-23 19:46:34 UTC,WebKit (Chrome),2025-09-23 19:46:34 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
192.168.184.129,,,13403130767528900,13403130767528900,,,,,,,,null,,null,2025-09-23 19:52:47 UTC,WebKit (Chrome),2025-09-23 19:52:47 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
wipro.com,13403131457939463,13403131523154304,13403131467980490,13403131524866323,,,,,,,2025-09-23 20:04:17 UTC,WebKit (Chrome),2025-09-23 20:05:23 UTC,WebKit (Chrome),2025-09-23 20:04:27 UTC,WebKit (Chrome),2025-09-23 20:05:24 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
ibm.com,13403131607424170,13403131788238659,13403131614143124,13403131762436064,,,,,,,2025-09-23 20:06:47 UTC,WebKit (Chrome),2025-09-23 20:09:48 UTC,WebKit (Chrome),2025-09-23 20:06:54 UTC,WebKit (Chrome),2025-09-23 20:09:22 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
uark.edu,,,13403131801325521,13403131801325521,,,,,,,,null,,null,2025-09-23 20:10:01 UTC,WebKit (Chrome),2025-09-23 20:10:01 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
networkservicemesh.io,13403131809612979,13403133467637185,13403131812441974,13403133127229868,,,,,,,2025-09-23 20:10:09 UTC,WebKit (Chrome),2025-09-23 20:37:47 UTC,WebKit (Chrome),2025-09-23 20:10:12 UTC,WebKit (Chrome),2025-09-23 20:32:07 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
vmware.com,13403104617792730,13403133846037918,13403104646526815,13403104646526815,,,,,,,2025-09-23 12:36:57 UTC,WebKit (Chrome),2025-09-23 20:44:06 UTC,WebKit (Chrome),2025-09-23 12:37:26 UTC,WebKit (Chrome),2025-09-23 12:37:26 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
mininet.org,,,13403133826786233,13403133849049805,,,,,,,,null,,null,2025-09-23 20:43:46 UTC,WebKit (Chrome),2025-09-23 20:44:09 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
192.168.186.129,13403129608852953,13403130082863587,13403129613554336,13403135575427536,,,,,,,2025-09-23 19:33:28 UTC,WebKit (Chrome),2025-09-23 19:41:22 UTC,WebKit (Chrome),2025-09-23 19:33:33 UTC,WebKit (Chrome),2025-09-23 21:12:55 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
mediafire.com,13403204547978777,13403204548861072,,,,,,,,,2025-09-24 16:22:27 UTC,WebKit (Chrome),2025-09-24 16:22:28 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null,,null,,null
tryhackme.com,13401366213880849,13403204592034795,13401428383247160,13403036578556756,,,,,,,2025-09-03 09:43:33 UTC,WebKit (Chrome),2025-09-24 16:23:12 UTC,WebKit (Chrome),2025-09-04 02:59:43 UTC,WebKit (Chrome),2025-09-22 17:42:58 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
contagiodump.blogspot.com,13403204478863526,13403204778102301,13403204497978903,13403204782108840,,,,,,,2025-09-24 16:21:18 UTC,WebKit (Chrome),2025-09-24 16:26:18 UTC,WebKit (Chrome),2025-09-24 16:21:37 UTC,WebKit (Chrome),2025-09-24 16:26:22 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
utwente.nl,13403204945464740,13403204964764319,13403204949324740,13403204949324740,,,,,,,2025-09-24 16:29:05 UTC,WebKit (Chrome),2025-09-24 16:29:24 UTC,WebKit (Chrome),2025-09-24 16:29:09 UTC,WebKit (Chrome),2025-09-24 16:29:09 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
microsoft.com,13401380791474941,13403212406418502,13401772087621076,13403208892952660,,,,,13401380796359418,13401380796359418,2025-09-03 13:46:31 UTC,WebKit (Chrome),2025-09-24 18:33:26 UTC,WebKit (Chrome),2025-09-08 02:28:07 UTC,WebKit (Chrome),2025-09-24 17:34:52 UTC,WebKit (Chrome),,null,,null,,null,,null,2025-09-03 13:46:36 UTC,WebKit (Chrome),2025-09-03 13:46:36 UTC,WebKit (Chrome)
studocu.com,13403212466527160,13403213161601228,13403212475250666,13403213093131946,,,,,,,2025-09-24 18:34:26 UTC,WebKit (Chrome),2025-09-24 18:46:01 UTC,WebKit (Chrome),2025-09-24 18:34:35 UTC,WebKit (Chrome),2025-09-24 18:44:53 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
gppongmhjkpfnbhagpmjfkannfbllamg,13401225979199741,13403213205446785,,,,,,,,,2025-09-01 18:46:19 UTC,WebKit (Chrome),2025-09-24 18:46:45 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null,,null,,null
ietf.org,13403360933786002,13403360933941464,13403361013175160,13403361405365076,,,,,,,2025-09-26 11:48:53 UTC,WebKit (Chrome),2025-09-26 11:48:53 UTC,WebKit (Chrome),2025-09-26 11:50:13 UTC,WebKit (Chrome),2025-09-26 11:56:45 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
ciscolive.com,13403361796758637,13403361800486755,,,,,,,,,2025-09-26 12:03:16 UTC,WebKit (Chrome),2025-09-26 12:03:20 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null,,null,,null
nbviewer.org,13403382786065294,13403382853335270,13403382789301696,13403382789301696,,,,,,,2025-09-26 17:53:06 UTC,WebKit (Chrome),2025-09-26 17:54:13 UTC,WebKit (Chrome),2025-09-26 17:53:09 UTC,WebKit (Chrome),2025-09-26 17:53:09 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
digitaltut.com,13403382930224478,13403382930224478,13403382935900295,13403382935900295,,,,,,,2025-09-26 17:55:30 UTC,WebKit (Chrome),2025-09-26 17:55:30 UTC,WebKit (Chrome),2025-09-26 17:55:35 UTC,WebKit (Chrome),2025-09-26 17:55:35 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
gns3-server.readthedocs.io,13403133589563985,13403384111813797,13403133588405680,13403383813195676,,,,,,,2025-09-23 20:39:49 UTC,WebKit (Chrome),2025-09-26 18:15:11 UTC,WebKit (Chrome),2025-09-23 20:39:48 UTC,WebKit (Chrome),2025-09-26 18:10:13 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
getpostman.com,13403387292736054,13403387327021872,13403387300381344,13403387300381344,,,,,,,2025-09-26 19:08:12 UTC,WebKit (Chrome),2025-09-26 19:08:47 UTC,WebKit (Chrome),2025-09-26 19:08:20 UTC,WebKit (Chrome),2025-09-26 19:08:20 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
networklessons.com,13403391954478223,13403391956756361,,,,,,,,,2025-09-26 20:25:54 UTC,WebKit (Chrome),2025-09-26 20:25:56 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null,,null,,null
reddit.com,13401432231851600,13403391972616449,13401432253086331,13403391982248611,,,,,,,2025-09-04 04:03:51 UTC,WebKit (Chrome),2025-09-26 20:26:12 UTC,WebKit (Chrome),2025-09-04 04:04:13 UTC,WebKit (Chrome),2025-09-26 20:26:22 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
gns3.com,13403047989082354,13403407006178893,13403047992290514,13403407005938800,,,,,,,2025-09-22 20:53:09 UTC,WebKit (Chrome),2025-09-27 00:36:46 UTC,WebKit (Chrome),2025-09-22 20:53:12 UTC,WebKit (Chrome),2025-09-27 00:36:45 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
socradar.io,13403417127207582,13403417639405374,13403417131317086,13403417597798241,,,,,,,2025-09-27 03:25:27 UTC,WebKit (Chrome),2025-09-27 03:33:59 UTC,WebKit (Chrome),2025-09-27 03:25:31 UTC,WebKit (Chrome),2025-09-27 03:33:17 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
postman.com,13403387289958852,13403426359491782,13403387291971051,13403426362973679,,,,,,,2025-09-26 19:08:09 UTC,WebKit (Chrome),2025-09-27 05:59:19 UTC,WebKit (Chrome),2025-09-26 19:08:11 UTC,WebKit (Chrome),2025-09-27 05:59:22 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
192.168.186.128,13403386790663154,13403426500353136,13403386797811949,13403428088741918,,,,,,,2025-09-26 18:59:50 UTC,WebKit (Chrome),2025-09-27 06:01:40 UTC,WebKit (Chrome),2025-09-26 18:59:57 UTC,WebKit (Chrome),2025-09-27 06:28:08 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
videostr.net,13400611672302167,13403521116493751,,,,,,,,,2025-08-25 16:07:52 UTC,WebKit (Chrome),2025-09-28 08:18:36 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null,,null,,null
postman.co,13403387337487633,13403521957712606,13403387404936191,13403428048539473,,,,,,,2025-09-26 19:08:57 UTC,WebKit (Chrome),2025-09-28 08:32:37 UTC,WebKit (Chrome),2025-09-26 19:10:04 UTC,WebKit (Chrome),2025-09-27 06:27:28 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
virustotal.com,13401624341878036,13403522814839599,13401624347797569,13403522805522584,,,,,,,2025-09-06 09:25:41 UTC,WebKit (Chrome),2025-09-28 08:46:54 UTC,WebKit (Chrome),2025-09-06 09:25:47 UTC,WebKit (Chrome),2025-09-28 08:46:45 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
msn.com,13400208214026149,13403523081086046,,,,,,,,,2025-08-21 00:03:34 UTC,WebKit (Chrome),2025-09-28 08:51:21 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null,,null,,null
splunk.com,13403549359350023,13403550436017856,13403549367022828,13403549367022828,,,,,,,2025-09-28 16:09:19 UTC,WebKit (Chrome),2025-09-28 16:27:16 UTC,WebKit (Chrome),2025-09-28 16:09:27 UTC,WebKit (Chrome),2025-09-28 16:09:27 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
raw.githubusercontent.com,,,13403558167156620,13403558167156620,,,,,,,,null,,null,2025-09-28 18:36:07 UTC,WebKit (Chrome),2025-09-28 18:36:07 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
egnyte.com,13402356141592508,13403621739749019,13402356631202856,13403027686670240,,,,,,,2025-09-14 20:42:21 UTC,WebKit (Chrome),2025-09-29 12:15:39 UTC,WebKit (Chrome),2025-09-14 20:50:31 UTC,WebKit (Chrome),2025-09-22 15:14:46 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
cybermacs.eu,13401366150390645,13403621742052697,13401366470568540,13403108105002443,,,,,,,2025-09-03 09:42:30 UTC,WebKit (Chrome),2025-09-29 12:15:42 UTC,WebKit (Chrome),2025-09-03 09:47:50 UTC,WebKit (Chrome),2025-09-23 13:35:05 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
glodep.eu,13403621734962798,13403621734962798,13403621742522730,13403621742522730,,,,,,,2025-09-29 12:15:34 UTC,WebKit (Chrome),2025-09-29 12:15:34 UTC,WebKit (Chrome),2025-09-29 12:15:42 UTC,WebKit (Chrome),2025-09-29 12:15:42 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
foorilla.com,13401366139224202,13403621802416895,13401898983459849,13402954972264475,,,,,,,2025-09-03 09:42:19 UTC,WebKit (Chrome),2025-09-29 12:16:42 UTC,WebKit (Chrome),2025-09-09 13:43:03 UTC,WebKit (Chrome),2025-09-21 19:02:52 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
digi.com,13402601164747225,13403621803074197,13402601169237952,13402602456859045,,,,,,,2025-09-17 16:46:04 UTC,WebKit (Chrome),2025-09-29 12:16:43 UTC,WebKit (Chrome),2025-09-17 16:46:09 UTC,WebKit (Chrome),2025-09-17 17:07:36 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
master-economics-qem.eu,13403621939754846,13403621939754846,13403621949461119,13403621949461119,,,,,,,2025-09-29 12:18:59 UTC,WebKit (Chrome),2025-09-29 12:18:59 UTC,WebKit (Chrome),2025-09-29 12:19:09 UTC,WebKit (Chrome),2025-09-29 12:19:09 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
notion.so,13401440932343688,13403621771275379,13401440964805100,13403622373828272,,,,,,,2025-09-04 06:28:52 UTC,WebKit (Chrome),2025-09-29 12:16:11 UTC,WebKit (Chrome),2025-09-04 06:29:24 UTC,WebKit (Chrome),2025-09-29 12:26:13 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
cataz.to,13401366102616355,13403635885513105,13401569964230814,13403635852166551,,,,,,,2025-09-03 09:41:42 UTC,WebKit (Chrome),2025-09-29 16:11:25 UTC,WebKit (Chrome),2025-09-05 18:19:24 UTC,WebKit (Chrome),2025-09-29 16:10:52 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
subisoft.net,13403637412295665,13403637412295665,13403535564312774,13403535564312774,,,,,,,2025-09-29 16:36:52 UTC,WebKit (Chrome),2025-09-29 16:36:52 UTC,WebKit (Chrome),2025-09-28 12:19:24 UTC,WebKit (Chrome),2025-09-28 12:19:24 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
cisco.com,13403113939175263,13403638162337213,13403113944051237,13403522014113963,,,,,,,2025-09-23 15:12:19 UTC,WebKit (Chrome),2025-09-29 16:49:22 UTC,WebKit (Chrome),2025-09-23 15:12:24 UTC,WebKit (Chrome),2025-09-28 08:33:34 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
onfvp.com,,,13403640443699158,13403640443699158,,,,,,,,null,,null,2025-09-29 17:27:23 UTC,WebKit (Chrome),2025-09-29 17:27:23 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
base64decode.org,13401625749166277,13403642222932196,13401625750160295,13403642227537665,,,,,,,2025-09-06 09:49:09 UTC,WebKit (Chrome),2025-09-29 17:57:02 UTC,WebKit (Chrome),2025-09-06 09:49:10 UTC,WebKit (Chrome),2025-09-29 17:57:07 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
github.com,13401366198279468,13403642839628616,13401559930428108,13403642658678083,,,,,,,2025-09-03 09:43:18 UTC,WebKit (Chrome),2025-09-29 18:07:19 UTC,WebKit (Chrome),2025-09-05 15:32:10 UTC,WebKit (Chrome),2025-09-29 18:04:18 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
bluecapesecurity.com,13401366163028193,13403642840613142,13401366946046794,13403108639497150,,,,,,,2025-09-03 09:42:43 UTC,WebKit (Chrome),2025-09-29 18:07:20 UTC,WebKit (Chrome),2025-09-03 09:55:46 UTC,WebKit (Chrome),2025-09-23 13:43:59 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
bakeery-portfolio.vercel.app,13402830778579826,13403638193058159,13402830784635776,13403643915943765,,,,,,,2025-09-20 08:32:58 UTC,WebKit (Chrome),2025-09-29 16:49:53 UTC,WebKit (Chrome),2025-09-20 08:33:04 UTC,WebKit (Chrome),2025-09-29 18:25:15 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
markdownlivepreview.com,13401564877454626,13403643685012395,13401564879466288,13403645960670699,,,,,,,2025-09-05 16:54:37 UTC,WebKit (Chrome),2025-09-29 18:21:25 UTC,WebKit (Chrome),2025-09-05 16:54:39 UTC,WebKit (Chrome),2025-09-29 18:59:20 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
wordpress.com,,,13403647762555781,13403647829498424,,,,,,,,null,,null,2025-09-29 19:29:22 UTC,WebKit (Chrome),2025-09-29 19:30:29 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
wireshark.org,13403644259984270,13403644259984270,13403647865633236,13403647865633236,,,,,,,2025-09-29 18:30:59 UTC,WebKit (Chrome),2025-09-29 18:30:59 UTC,WebKit (Chrome),2025-09-29 19:31:05 UTC,WebKit (Chrome),2025-09-29 19:31:05 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
live.com,13401380784346105,13403648031846824,13401380791127627,13403351396602981,,,,,,,2025-09-03 13:46:24 UTC,WebKit (Chrome),2025-09-29 19:33:51 UTC,WebKit (Chrome),2025-09-03 13:46:31 UTC,WebKit (Chrome),2025-09-26 09:09:56 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
grammarly.com,13403648580390219,13403648632383715,13403648582907617,13403648635496852,,,,,,,2025-09-29 19:43:00 UTC,WebKit (Chrome),2025-09-29 19:43:52 UTC,WebKit (Chrome),2025-09-29 19:43:02 UTC,WebKit (Chrome),2025-09-29 19:43:55 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
quillbot.com,13401381441349332,13403648654379633,13401381461368186,13403648652258403,,,,,,,2025-09-03 13:57:21 UTC,WebKit (Chrome),2025-09-29 19:44:14 UTC,WebKit (Chrome),2025-09-03 13:57:41 UTC,WebKit (Chrome),2025-09-29 19:44:12 UTC,WebKit (Chrome),,null,,null,,null,,null,,null,,null
